num,image_url,suggestions
307,https://i.imgur.com/zi2itTC.png,{}
308,https://i.imgur.com/ndaEhBH.png,{}
309,https://i.imgur.com/YSXXWqR.png,{}
310,https://i.imgur.com/OG73yig.png,{}
311,https://i.imgur.com/8Uh93n9.png,{'Australia': 'Australien'}
312,https://i.imgur.com/FdyJQhG.png,{}
313,https://i.imgur.com/CVfGlOy.png,{}
314,https://i.imgur.com/Dak5SEu.png,{}
315,https://i.imgur.com/S6PWYov.png,{}
316,https://i.imgur.com/5pSB6Kc.png,{}
317,https://i.imgur.com/1u2xe6J.png,{}
318,https://i.imgur.com/1ePoRpF.png,{}
319,https://i.imgur.com/WHqRfTG.png,{}
320,https://i.imgur.com/cfmTzg9.png,"{'Department of Mysteries': 'Mysteriumsabteilung', 'Department': 'Abteilung'}"
321,https://i.imgur.com/exJUV3g.png,{}
322,https://i.imgur.com/ZQuqvvF.png,{}
323,https://i.imgur.com/roenaVZ.png,{}
324,https://i.imgur.com/nsoeEvC.png,{}
325,https://i.imgur.com/UpLlyZG.png,{}
326,https://i.imgur.com/YAf7wfd.png,{}
327,https://i.imgur.com/RITeI8B.png,{}
328,https://i.imgur.com/9FeSKid.png,{}
329,https://i.imgur.com/FwYvw3K.png,{}
330,https://i.imgur.com/cHSRypo.png,{}
331,https://i.imgur.com/JhduxdO.png,{}
332,https://i.imgur.com/jNBZg8n.png,{}
333,https://i.imgur.com/JfdaAvE.png,{}
334,https://i.imgur.com/zcLRRQR.png,{}
335,https://i.imgur.com/LJUyh7q.png,{}
336,https://i.imgur.com/lXbHR7H.png,{}
337,https://i.imgur.com/zXkJCpv.png,{}
338,https://i.imgur.com/MeaQoFX.png,{}
339,https://i.imgur.com/eoZBi3h.png,{}
340,https://i.imgur.com/bXNJmKS.png,{}
341,https://i.imgur.com/EgJongO.png,{}
342,https://i.imgur.com/OtdpY52.png,{}
343,https://i.imgur.com/kor9s4P.png,{}
344,https://i.imgur.com/Gly3rKO.png,{}
345,https://i.imgur.com/grA8Gof.png,{}
346,https://i.imgur.com/mMmLchJ.png,{}
347,https://i.imgur.com/zvreBkw.png,{}
348,https://i.imgur.com/tLJCdDg.png,{}
349,https://i.imgur.com/JWHTlht.png,{}
350,https://i.imgur.com/N8TYgIU.png,{}
351,https://i.imgur.com/4wfwsyA.png,{}
352,https://i.imgur.com/MjMQ59U.png,{}
353,https://i.imgur.com/bBDyL6n.png,{}
354,https://i.imgur.com/ZYRNnHb.png,{}
355,https://i.imgur.com/e5wa4sW.png,{}
356,https://i.imgur.com/9J2DQL8.png,{}
357,https://i.imgur.com/PhHd8Hr.png,{}
358,https://i.imgur.com/o2vpDjB.png,{}
359,https://i.imgur.com/hw4Mg12.png,{'Dark Lord': 'Dunkler Lord'}
360,https://i.imgur.com/5SA0tDM.png,{}
361,https://i.imgur.com/bAhsekf.png,{}
362,https://i.imgur.com/GMUVE0x.png,{}
363,https://i.imgur.com/NdjkX4m.png,{}
364,https://i.imgur.com/QsU0Q5Q.png,{'Dark Lord': 'Dunkler Lord'}
365,https://i.imgur.com/JOHujw2.png,{'Quibbler': 'Klitterer'}
366,https://i.imgur.com/Qxj2SIj.png,{}
367,https://i.imgur.com/nrHL7qU.png,{}
368,https://i.imgur.com/K4MLvdf.png,{}
369,https://i.imgur.com/9lPPb2n.png,{'Dark Lord': 'Dunkler Lord'}
370,https://i.imgur.com/Y7rGkPi.png,{'Dark Lord': 'Dunkler Lord'}
371,https://i.imgur.com/Q1YMPHZ.png,{}
372,https://i.imgur.com/sOMFyYl.png,{}
373,https://i.imgur.com/AIOItkT.png,{}
374,https://i.imgur.com/pCtogIB.png,{}
375,https://i.imgur.com/lhANfxP.png,{}
376,https://i.imgur.com/PaF2y54.png,{}
377,https://i.imgur.com/HPtQafs.png,{}
378,https://i.imgur.com/vKiKHSz.png,{}
379,https://i.imgur.com/NjIL2sZ.png,{}
380,https://i.imgur.com/Id0Hx36.png,{}
381,https://i.imgur.com/4LR20lp.png,{}
382,https://i.imgur.com/PKWKk8k.png,{}
383,https://i.imgur.com/lDfgGKN.png,{}
384,https://i.imgur.com/kDernMz.png,{}
385,https://i.imgur.com/pEEXp3S.png,{}
386,https://i.imgur.com/Q3Vz85Y.png,{}
387,https://i.imgur.com/TD2cCoy.png,{}
388,https://i.imgur.com/EeONul3.png,{}
389,https://i.imgur.com/TJMl3Al.png,{}
390,https://i.imgur.com/nZCJUGF.png,{}
391,https://i.imgur.com/bOmZVLa.png,{}
392,https://i.imgur.com/0laUb6A.png,{}
393,https://i.imgur.com/GHoObXp.png,{}
394,https://i.imgur.com/FfTtdPt.png,{}
395,https://i.imgur.com/OZAcpTP.png,{}
396,https://i.imgur.com/czqmkCk.png,{}
397,https://i.imgur.com/CntAzsd.png,{}
398,https://i.imgur.com/8p9IHWK.png,{'x': 'x'}
399,https://i.imgur.com/eGG9vUn.png,{}
400,https://i.imgur.com/9fi2CgI.png,{}
401,https://i.imgur.com/G9GzoMU.png,{}
402,https://i.imgur.com/O4y8KIG.png,{}
403,https://i.imgur.com/oPBDTTX.png,{'Wizard': 'Zauberer'}
404,https://i.imgur.com/q6ifb5C.png,{}
405,https://i.imgur.com/k847BdT.png,{}
406,https://i.imgur.com/1Mudak3.png,{}
407,https://i.imgur.com/cnxJ2Lh.png,{}
408,https://i.imgur.com/16L2CHr.png,{}
409,https://i.imgur.com/fdT4wZx.png,{}
410,https://i.imgur.com/kSjqKJr.png,{}
411,https://i.imgur.com/ydP9T2K.png,{}
412,https://i.imgur.com/rLd4YcS.png,{}
413,https://i.imgur.com/C6PZTQP.png,{}
414,https://i.imgur.com/3nMkyYS.png,{}
415,https://i.imgur.com/MuCp76N.png,{}
416,https://i.imgur.com/hZPDqB4.png,{}
417,https://i.imgur.com/GMJfs0y.png,{}
